dt,AverageTemperature,AverageTemperatureUncertainty,State,Country
1/08/1922,16.115,0.257,Queensland,Australia
1/09/1922,21.211,0.237,Queensland,Australia
1/10/1922,25.073,0.296,Queensland,Australia
1/11/1922,27.788,0.383,Queensland,Australia
1/12/1922,28.565,0.245,Queensland,Australia
1/01/1923,29.162,0.293,Queensland,Australia
1/02/1923,29.256,0.26,Queensland,Australia
1/03/1923,27.806,0.296,Queensland,Australia
1/04/1923,23.548,0.182,Queensland,Australia
1/05/1923,20.944,0.225,Queensland,Australia
1/06/1923,16.024,0.196,Queensland,Australia
1/07/1923,14.313,0.202,Queensland,Australia
1/08/1923,16.08,0.148,Queensland,Australia
1/09/1923,20.176,0.234,Queensland,Australia
1/10/1923,23.905,0.239,Queensland,Australia
1/11/1923,26.558,0.27,Queensland,Australia
1/12/1923,29.093,0.26,Queensland,Australia
1/01/1924,28.278,0.244,Queensland,Australia
1/02/1924,27.686,0.212,Queensland,Australia
1/03/1924,25.698,0.228,Queensland,Australia
1/04/1924,21.236,0.24,Queensland,Australia
1/05/1924,19.319,0.323,Queensland,Australia
1/06/1924,16.109,0.3,Queensland,Australia
1/07/1924,16.812,0.33,Queensland,Australia
1/08/1924,17.851,0.219,Queensland,Australia
1/09/1924,21.648,0.175,Queensland,Australia
1/10/1924,24.353,0.319,Queensland,Australia
1/11/1924,26.522,0.372,Queensland,Australia
1/12/1924,26.696,0.262,Queensland,Australia
1/01/1925,27.45,0.439,Queensland,Australia
1/02/1925,28.664,0.602,Queensland,Australia
1/03/1925,25.91,0.504,Queensland,Australia
1/04/1925,22.606,0.223,Queensland,Australia
1/05/1925,18.894,0.239,Queensland,Australia
1/06/1925,16.431,0.231,Queensland,Australia
1/07/1925,14.535,0.18,Queensland,Australia
1/08/1925,16.971,0.269,Queensland,Australia
1/09/1925,19.371,0.127,Queensland,Australia
1/10/1925,23.983,0.221,Queensland,Australia
1/11/1925,26.727,0.316,Queensland,Australia
1/12/1925,29.102,0.149,Queensland,Australia
1/01/1926,28.982,0.262,Queensland,Australia
1/02/1926,30.31,0.156,Queensland,Australia
1/03/1926,27.706,0.247,Queensland,Australia
1/04/1926,24.406,0.402,Queensland,Australia
1/05/1926,18.764,0.337,Queensland,Australia
1/06/1926,16.618,0.29,Queensland,Australia
1/07/1926,16.858,0.284,Queensland,Australia
1/08/1926,18.955,0.286,Queensland,Australia
1/09/1926,21.15,0.253,Queensland,Australia
1/10/1926,24.973,0.312,Queensland,Australia
1/11/1926,27.508,0.196,Queensland,Australia
1/12/1926,27.976,0.215,Queensland,Australia
1/01/1927,28.677,0.195,Queensland,Australia
1/02/1927,27.287,0.312,Queensland,Australia
1/03/1927,27.182,0.253,Queensland,Australia
1/04/1927,22.536,0.225,Queensland,Australia
1/05/1927,18.871,0.306,Queensland,Australia
1/06/1927,18.149,0.255,Queensland,Australia
1/07/1927,15.553,0.271,Queensland,Australia
1/08/1927,16.848,0.191,Queensland,Australia
1/09/1927,21.114,0.142,Queensland,Australia
1/10/1927,24.364,0.253,Queensland,Australia
1/11/1927,27.402,0.331,Queensland,Australia
1/12/1927,26.74,0.38,Queensland,Australia
1/01/1928,28.378,0.195,Queensland,Australia
1/02/1928,28.631,0.253,Queensland,Australia
1/03/1928,26.316,0.346,Queensland,Australia
1/04/1928,24.312,0.159,Queensland,Australia
1/05/1928,18.443,0.323,Queensland,Australia
1/06/1928,15.523,0.298,Queensland,Australia
1/07/1928,16.095,0.233,Queensland,Australia
1/08/1928,19.169,0.208,Queensland,Australia
1/09/1928,22.92,0.197,Queensland,Australia
1/10/1928,26.069,0.154,Queensland,Australia
1/11/1928,27.203,0.241,Queensland,Australia
1/12/1928,28.69,0.355,Queensland,Australia
1/01/1929,28.897,0.277,Queensland,Australia
1/02/1929,28.603,0.236,Queensland,Australia
1/03/1929,26.725,0.229,Queensland,Australia
1/04/1929,21.225,0.195,Queensland,Australia
1/05/1929,18.026,0.27,Queensland,Australia
1/06/1929,15.996,0.205,Queensland,Australia
1/07/1929,14.349,0.211,Queensland,Australia
1/08/1929,18.14,0.213,Queensland,Australia
1/09/1929,20.213,0.24,Queensland,Australia
1/10/1929,24.681,0.276,Queensland,Australia
1/11/1929,27.897,0.298,Queensland,Australia
1/12/1929,28.055,0.223,Queensland,Australia
1/01/1930,28.103,0.293,Queensland,Australia
1/02/1930,27.239,0.216,Queensland,Australia
1/03/1930,25.786,0.184,Queensland,Australia
1/04/1930,22.811,0.321,Queensland,Australia
1/05/1930,19.287,0.299,Queensland,Australia
1/06/1930,16.024,0.154,Queensland,Australia
1/07/1930,16.655,0.29,Queensland,Australia
1/08/1930,17.506,0.156,Queensland,Australia
1/09/1930,20.401,0.115,Queensland,Australia
1/10/1930,23.999,0.197,Queensland,Australia
1/11/1930,27.206,0.234,Queensland,Australia
1/12/1930,27.391,0.159,Queensland,Australia
1/01/1931,29.336,0.207,Queensland,Australia
1/02/1931,28.818,0.344,Queensland,Australia
1/03/1931,26.974,0.266,Queensland,Australia
1/04/1931,23.078,0.306,Queensland,Australia
1/05/1931,20.618,0.172,Queensland,Australia
1/06/1931,18.434,0.205,Queensland,Australia
1/07/1931,15.774,0.105,Queensland,Australia
1/08/1931,18.005,0.178,Queensland,Australia
1/09/1931,21.708,0.198,Queensland,Australia
1/10/1931,22.794,0.227,Queensland,Australia
1/11/1931,25.619,0.144,Queensland,Australia
1/12/1931,27.121,0.273,Queensland,Australia
1/01/1932,29.474,0.275,Queensland,Australia
1/02/1932,28.602,0.197,Queensland,Australia
1/03/1932,26.912,0.261,Queensland,Australia
1/04/1932,23.129,0.362,Queensland,Australia
1/05/1932,19.803,0.253,Queensland,Australia
1/06/1932,15.899,0.136,Queensland,Australia
1/07/1932,14.62,0.239,Queensland,Australia
1/08/1932,17.21,0.208,Queensland,Australia
1/09/1932,20.348,0.139,Queensland,Australia
1/10/1932,24.556,0.282,Queensland,Australia
1/11/1932,26.926,0.26,Queensland,Australia
1/12/1932,28.852,0.286,Queensland,Australia
1/01/1933,29.213,0.362,Queensland,Australia
1/02/1933,27.053,0.276,Queensland,Australia
1/03/1933,28.475,0.334,Queensland,Australia
1/04/1933,24.048,0.197,Queensland,Australia
1/05/1933,19.786,0.25,Queensland,Australia
1/06/1933,16.363,0.149,Queensland,Australia
1/07/1933,15.789,0.21,Queensland,Australia
1/08/1933,16.878,0.227,Queensland,Australia
1/09/1933,20.792,0.216,Queensland,Australia
1/10/1933,23.833,0.288,Queensland,Australia
1/11/1933,25.38,0.343,Queensland,Australia
1/12/1933,26.87,0.317,Queensland,Australia
1/01/1934,27.801,0.395,Queensland,Australia
1/02/1934,26.857,0.372,Queensland,Australia
1/03/1934,26.506,0.266,Queensland,Australia
1/04/1934,23.302,0.166,Queensland,Australia
1/05/1934,19.893,0.257,Queensland,Australia
1/06/1934,16.642,0.182,Queensland,Australia
1/07/1934,16.136,0.138,Queensland,Australia
1/08/1934,17.006,0.229,Queensland,Australia
1/09/1934,21.022,0.177,Queensland,Australia
1/10/1934,23.811,0.144,Queensland,Australia
1/11/1934,26.719,0.239,Queensland,Australia
1/12/1934,27.95,0.289,Queensland,Australia
1/01/1935,29.359,0.213,Queensland,Australia
1/02/1935,29.122,0.262,Queensland,Australia
1/03/1935,26.934,0.231,Queensland,Australia
1/04/1935,22.347,0.266,Queensland,Australia
1/05/1935,18.47,0.321,Queensland,Australia
1/06/1935,15.905,0.188,Queensland,Australia
1/07/1935,15.731,0.184,Queensland,Australia
1/08/1935,17.761,0.198,Queensland,Australia
1/09/1935,20.979,0.172,Queensland,Australia
1/10/1935,24.995,0.178,Queensland,Australia
1/11/1935,27.202,0.25,Queensland,Australia
1/12/1935,28.799,0.341,Queensland,Australia
1/01/1936,28.795,0.531,Queensland,Australia
1/02/1936,28.196,0.306,Queensland,Australia
1/03/1936,25.234,0.236,Queensland,Australia
1/04/1936,21.759,0.279,Queensland,Australia
1/05/1936,19.639,0.342,Queensland,Australia
1/06/1936,15.597,0.156,Queensland,Australia
1/07/1936,16.7,0.213,Queensland,Australia
1/08/1936,19.046,0.234,Queensland,Australia
1/09/1936,20.833,0.258,Queensland,Australia
1/10/1936,25.156,0.181,Queensland,Australia
1/11/1936,27.03,0.243,Queensland,Australia
1/12/1936,27.895,0.291,Queensland,Australia
1/01/1937,28.924,0.252,Queensland,Australia
1/02/1937,27.605,0.257,Queensland,Australia
1/03/1937,25.528,0.333,Queensland,Australia
1/04/1937,21.429,0.231,Queensland,Australia
1/05/1937,19.454,0.263,Queensland,Australia
1/06/1937,15.22,0.212,Queensland,Australia
1/07/1937,15.735,0.211,Queensland,Australia
1/08/1937,17.747,0.177,Queensland,Australia
1/09/1937,21.126,0.227,Queensland,Australia
1/10/1937,24.945,0.226,Queensland,Australia
1/11/1937,27.635,0.275,Queensland,Australia
1/12/1937,29.305,0.324,Queensland,Australia
1/01/1938,29.224,0.218,Queensland,Australia
1/02/1938,27.548,0.192,Queensland,Australia
1/03/1938,27.234,0.231,Queensland,Australia
1/04/1938,23.866,0.208,Queensland,Australia
1/05/1938,21.352,0.141,Queensland,Australia
1/06/1938,17.4,0.088,Queensland,Australia
1/07/1938,15.706,0.162,Queensland,Australia
1/08/1938,17.25,0.127,Queensland,Australia
1/09/1938,20.719,0.139,Queensland,Australia
1/10/1938,25.045,0.213,Queensland,Australia
1/11/1938,27.751,0.276,Queensland,Australia
1/12/1938,29.717,0.306,Queensland,Australia
1/01/1939,29.64,0.328,Queensland,Australia
1/02/1939,27.388,0.345,Queensland,Australia
1/03/1939,26.381,0.279,Queensland,Australia
1/04/1939,22.946,0.187,Queensland,Australia
1/05/1939,20.423,0.205,Queensland,Australia
1/06/1939,16.413,0.189,Queensland,Australia
1/07/1939,14.996,0.163,Queensland,Australia
1/08/1939,15.852,0.151,Queensland,Australia
1/09/1939,19.209,0.119,Queensland,Australia
1/10/1939,22.998,0.125,Queensland,Australia
1/11/1939,26.357,0.146,Queensland,Australia
1/12/1939,28.165,0.218,Queensland,Australia
1/01/1940,29.425,0.26,Queensland,Australia
1/02/1940,27.073,0.233,Queensland,Australia
1/03/1940,25.719,0.187,Queensland,Australia
1/04/1940,22.648,0.151,Queensland,Australia
1/05/1940,18.698,0.088,Queensland,Australia
1/06/1940,17.374,0.163,Queensland,Australia
1/07/1940,15.33,0.16,Queensland,Australia
1/08/1940,17.718,0.241,Queensland,Australia
1/09/1940,20.869,0.213,Queensland,Australia
1/10/1940,25,0.185,Queensland,Australia
1/11/1940,27.143,0.138,Queensland,Australia
1/12/1940,29.042,0.198,Queensland,Australia
1/01/1941,26.028,0.248,Queensland,Australia
1/02/1941,26.88,0.254,Queensland,Australia
1/03/1941,25.794,0.164,Queensland,Australia
1/04/1941,22.422,0.244,Queensland,Australia
1/05/1941,19.255,0.221,Queensland,Australia
1/06/1941,15.76,0.14,Queensland,Australia
1/07/1941,15.137,0.171,Queensland,Australia
1/08/1941,15.791,0.22,Queensland,Australia
1/09/1941,21.007,0.228,Queensland,Australia
1/10/1941,24.411,0.222,Queensland,Australia
1/11/1941,27.314,0.25,Queensland,Australia
1/12/1941,28.204,0.206,Queensland,Australia
1/01/1942,30.309,0.255,Queensland,Australia
1/02/1942,27.832,0.178,Queensland,Australia
1/03/1942,27.712,0.227,Queensland,Australia
1/04/1942,24.152,0.22,Queensland,Australia
1/05/1942,20.91,0.212,Queensland,Australia
1/06/1942,18.407,0.113,Queensland,Australia
1/07/1942,17.033,0.234,Queensland,Australia
1/08/1942,19.039,0.255,Queensland,Australia
1/09/1942,21.892,0.142,Queensland,Australia
1/10/1942,23.945,0.131,Queensland,Australia
1/11/1942,26.86,0.19,Queensland,Australia
1/12/1942,27.261,0.276,Queensland,Australia
1/01/1943,28.147,0.182,Queensland,Australia
1/02/1943,27.544,0.238,Queensland,Australia
1/03/1943,27.2,0.26,Queensland,Australia
1/04/1943,23.696,0.154,Queensland,Australia
1/05/1943,19.149,0.219,Queensland,Australia
1/06/1943,14.746,0.157,Queensland,Australia
1/07/1943,15.909,0.171,Queensland,Australia
1/08/1943,17.382,0.206,Queensland,Australia
1/09/1943,21.453,0.167,Queensland,Australia
1/10/1943,25.005,0.166,Queensland,Australia
1/11/1943,26.464,0.181,Queensland,Australia
1/12/1943,28.636,0.269,Queensland,Australia
1/01/1944,29.754,0.311,Queensland,Australia
1/02/1944,26.968,0.223,Queensland,Australia
1/03/1944,25.845,0.231,Queensland,Australia
1/04/1944,22.234,0.26,Queensland,Australia
1/05/1944,17.487,0.216,Queensland,Australia
1/06/1944,16.653,0.185,Queensland,Australia
1/07/1944,16.117,0.192,Queensland,Australia
1/08/1944,17.671,0.226,Queensland,Australia
1/09/1944,21.329,0.144,Queensland,Australia
1/10/1944,23.595,0.179,Queensland,Australia
1/11/1944,27.82,0.164,Queensland,Australia
1/12/1944,28.582,0.202,Queensland,Australia
1/01/1945,28.677,0.345,Queensland,Australia
1/02/1945,28.244,0.232,Queensland,Australia
1/03/1945,26.714,0.225,Queensland,Australia
1/04/1945,22.964,0.169,Queensland,Australia
1/05/1945,19.049,0.283,Queensland,Australia
1/06/1945,18.103,0.135,Queensland,Australia
1/07/1945,15.612,0.17,Queensland,Australia
1/08/1945,19.403,0.141,Queensland,Australia
1/09/1945,21.103,0.161,Queensland,Australia
1/10/1945,23.283,0.245,Queensland,Australia
1/11/1945,26.662,0.205,Queensland,Australia
1/12/1945,28.421,0.287,Queensland,Australia
1/01/1946,28.478,0.192,Queensland,Australia
1/02/1946,28.447,0.251,Queensland,Australia
1/03/1946,25.811,0.248,Queensland,Australia
1/04/1946,21.815,0.132,Queensland,Australia
1/05/1946,20.396,0.158,Queensland,Australia
1/06/1946,14.532,0.239,Queensland,Australia
1/07/1946,15.69,0.225,Queensland,Australia
1/08/1946,17.668,0.229,Queensland,Australia
1/09/1946,20.756,0.15,Queensland,Australia
1/10/1946,23.226,0.163,Queensland,Australia
1/11/1946,28.039,0.162,Queensland,Australia
1/12/1946,28.884,0.234,Queensland,Australia
1/01/1947,30.458,0.255,Queensland,Australia
1/02/1947,26.92,0.23,Queensland,Australia
1/03/1947,26.854,0.259,Queensland,Australia
1/04/1947,21.879,0.301,Queensland,Australia
1/05/1947,20.312,0.252,Queensland,Australia
1/06/1947,16.919,0.208,Queensland,Australia
1/07/1947,16.202,0.157,Queensland,Australia
1/08/1947,18.399,0.133,Queensland,Australia
1/09/1947,20.663,0.127,Queensland,Australia
1/10/1947,23.544,0.128,Queensland,Australia
1/11/1947,26.129,0.199,Queensland,Australia
1/12/1947,27.469,0.102,Queensland,Australia
1/01/1948,27.2,0.219,Queensland,Australia
1/02/1948,28.912,0.195,Queensland,Australia
1/03/1948,26.64,0.449,Queensland,Australia
1/04/1948,22.748,0.205,Queensland,Australia
1/05/1948,19.07,0.166,Queensland,Australia
1/06/1948,16.636,0.114,Queensland,Australia
1/07/1948,16.214,0.206,Queensland,Australia
1/08/1948,17.88,0.166,Queensland,Australia
1/09/1948,20.383,0.179,Queensland,Australia
1/10/1948,24.678,0.145,Queensland,Australia
1/11/1948,27.757,0.305,Queensland,Australia
1/12/1948,28.656,0.275,Queensland,Australia
1/01/1949,27.752,0.318,Queensland,Australia
1/02/1949,27.784,0.176,Queensland,Australia
1/03/1949,26.234,0.247,Queensland,Australia
1/04/1949,21.593,0.253,Queensland,Australia
1/05/1949,18.834,0.218,Queensland,Australia
1/06/1949,14.221,0.28,Queensland,Australia
1/07/1949,15.273,0.193,Queensland,Australia
1/08/1949,17.365,0.225,Queensland,Australia
1/09/1949,20.732,0.164,Queensland,Australia
1/10/1949,24.907,0.09,Queensland,Australia
1/11/1949,25.966,0.131,Queensland,Australia
1/12/1949,28.499,0.153,Queensland,Australia
1/01/1950,28.167,0.187,Queensland,Australia
1/02/1950,27.091,0.15,Queensland,Australia
1/03/1950,25.65,0.247,Queensland,Australia
1/04/1950,22.08,0.274,Queensland,Australia
1/05/1950,19.579,0.217,Queensland,Australia
1/06/1950,15.678,0.204,Queensland,Australia
1/07/1950,17.08,0.244,Queensland,Australia
1/08/1950,16.707,0.278,Queensland,Australia
1/09/1950,20.81,0.161,Queensland,Australia
1/10/1950,23.354,0.149,Queensland,Australia
1/11/1950,25.758,0.177,Queensland,Australia
1/12/1950,26.887,0.159,Queensland,Australia
1/01/1951,26.748,0.317,Queensland,Australia
1/02/1951,27.447,0.17,Queensland,Australia
1/03/1951,27.059,0.145,Queensland,Australia
1/04/1951,22.193,0.226,Queensland,Australia
1/05/1951,18.669,0.31,Queensland,Australia
1/06/1951,16.655,0.435,Queensland,Australia
1/07/1951,15.853,0.257,Queensland,Australia
1/08/1951,16.532,0.176,Queensland,Australia
1/09/1951,20.871,0.373,Queensland,Australia
1/10/1951,24.193,0.233,Queensland,Australia
1/11/1951,27.543,0.371,Queensland,Australia
1/12/1951,28.547,0.19,Queensland,Australia
1/01/1952,29.854,0.211,Queensland,Australia
1/02/1952,28.652,0.159,Queensland,Australia
1/03/1952,26.788,0.197,Queensland,Australia
1/04/1952,22.92,0.197,Queensland,Australia
1/05/1952,19.94,0.167,Queensland,Australia
1/06/1952,16.104,0.219,Queensland,Australia
1/07/1952,16.046,0.158,Queensland,Australia
1/08/1952,17.909,0.147,Queensland,Australia
1/09/1952,21.536,0.134,Queensland,Australia
1/10/1952,24.65,0.169,Queensland,Australia
1/11/1952,26.995,0.21,Queensland,Australia
1/12/1952,29.149,0.187,Queensland,Australia
1/01/1953,27.209,0.207,Queensland,Australia
1/02/1953,25.885,0.174,Queensland,Australia
1/03/1953,26.272,0.27,Queensland,Australia
1/04/1953,24.675,0.214,Queensland,Australia
1/05/1953,18.377,0.177,Queensland,Australia
1/06/1953,16.473,0.161,Queensland,Australia
1/07/1953,15.715,0.151,Queensland,Australia
1/08/1953,16.373,0.157,Queensland,Australia
1/09/1953,20.812,0.163,Queensland,Australia
1/10/1953,24.854,0.168,Queensland,Australia
1/11/1953,27.351,0.165,Queensland,Australia
1/12/1953,29.809,0.214,Queensland,Australia
1/01/1954,27.441,0.282,Queensland,Australia
1/02/1954,26.896,0.301,Queensland,Australia
1/03/1954,26.457,0.315,Queensland,Australia
1/04/1954,23.731,0.258,Queensland,Australia
1/05/1954,19.212,0.153,Queensland,Australia
1/06/1954,15.919,0.294,Queensland,Australia
1/07/1954,16.78,0.106,Queensland,Australia
1/08/1954,18.199,0.192,Queensland,Australia
1/09/1954,20.498,0.132,Queensland,Australia
1/10/1954,23.896,0.183,Queensland,Australia
1/11/1954,26.726,0.14,Queensland,Australia
1/12/1954,27.43,0.171,Queensland,Australia
1/01/1955,28.337,0.332,Queensland,Australia
1/02/1955,27.449,0.276,Queensland,Australia
1/03/1955,25.949,0.218,Queensland,Australia
1/04/1955,23.368,0.151,Queensland,Australia
1/05/1955,18.82,0.241,Queensland,Australia
1/06/1955,17.545,0.271,Queensland,Australia
1/07/1955,15.963,0.18,Queensland,Australia
1/08/1955,18.341,0.174,Queensland,Australia
1/09/1955,21.421,0.131,Queensland,Australia
1/10/1955,25.08,0.246,Queensland,Australia
1/11/1955,26.126,0.313,Queensland,Australia
1/12/1955,27.698,0.233,Queensland,Australia
1/01/1956,27.648,0.249,Queensland,Australia
1/02/1956,27.359,0.281,Queensland,Australia
1/03/1956,25.687,0.291,Queensland,Australia
1/04/1956,22.706,0.289,Queensland,Australia
1/05/1956,19.182,0.351,Queensland,Australia
1/06/1956,15.662,0.165,Queensland,Australia
1/07/1956,16.183,0.203,Queensland,Australia
1/08/1956,15.985,0.181,Queensland,Australia
1/09/1956,18.947,0.139,Queensland,Australia
1/10/1956,23.503,0.2,Queensland,Australia
1/11/1956,25.797,0.252,Queensland,Australia
1/12/1956,27.385,0.383,Queensland,Australia
1/01/1957,27.831,0.16,Queensland,Australia
1/02/1957,28.168,0.308,Queensland,Australia
1/03/1957,25.567,0.258,Queensland,Australia
1/04/1957,24.444,0.405,Queensland,Australia
1/05/1957,18.886,0.213,Queensland,Australia
1/06/1957,18.248,0.456,Queensland,Australia
1/07/1957,14.781,0.426,Queensland,Australia
1/08/1957,17.75,0.752,Queensland,Australia
1/09/1957,20.242,0.495,Queensland,Australia
1/10/1957,25.002,0.32,Queensland,Australia
1/11/1957,27.44,0.231,Queensland,Australia
1/12/1957,29.452,0.302,Queensland,Australia
1/01/1958,28.878,0.342,Queensland,Australia
1/02/1958,28.298,0.281,Queensland,Australia
1/03/1958,27.853,0.156,Queensland,Australia
1/04/1958,24.241,0.204,Queensland,Australia
1/05/1958,22.103,0.331,Queensland,Australia
1/06/1958,17.425,0.309,Queensland,Australia
1/07/1958,16.733,0.379,Queensland,Australia
1/08/1958,18.573,0.355,Queensland,Australia
1/09/1958,19.591,0.303,Queensland,Australia
1/10/1958,24.469,0.212,Queensland,Australia
1/11/1958,27.179,0.16,Queensland,Australia
1/12/1958,28.182,0.194,Queensland,Australia
1/01/1959,28.028,0.194,Queensland,Australia
1/02/1959,27.963,0.299,Queensland,Australia
1/03/1959,26.722,0.357,Queensland,Australia
1/04/1959,23.253,0.29,Queensland,Australia
1/05/1959,19.389,0.124,Queensland,Australia
1/06/1959,16.823,0.177,Queensland,Australia
1/07/1959,16.087,0.291,Queensland,Australia
1/08/1959,17.367,0.168,Queensland,Australia
1/09/1959,21.129,0.323,Queensland,Australia
1/10/1959,23.682,0.134,Queensland,Australia
1/11/1959,27.867,0.164,Queensland,Australia
1/12/1959,28.552,0.241,Queensland,Australia
1/01/1960,29.043,0.188,Queensland,Australia
1/02/1960,28.459,0.255,Queensland,Australia
1/03/1960,26.139,0.176,Queensland,Australia
1/04/1960,23.556,0.232,Queensland,Australia
1/05/1960,17.475,0.311,Queensland,Australia
1/06/1960,15.566,0.237,Queensland,Australia
1/07/1960,15.732,0.226,Queensland,Australia
1/08/1960,16.073,0.361,Queensland,Australia
1/09/1960,20.652,0.241,Queensland,Australia
1/10/1960,24.658,0.196,Queensland,Australia
1/11/1960,26.195,0.234,Queensland,Australia
1/12/1960,27.114,0.151,Queensland,Australia
1/01/1961,27.34,0.152,Queensland,Australia
1/02/1961,27.995,0.136,Queensland,Australia
1/03/1961,25.934,0.169,Queensland,Australia
1/04/1961,24.264,0.244,Queensland,Australia
1/05/1961,18.812,0.341,Queensland,Australia
1/06/1961,15.844,0.431,Queensland,Australia
1/07/1961,15.382,0.195,Queensland,Australia
1/08/1961,16.51,0.202,Queensland,Australia
1/09/1961,21.33,0.193,Queensland,Australia
1/10/1961,25.351,0.199,Queensland,Australia
1/11/1961,27.054,0.162,Queensland,Australia
1/12/1961,28.434,0.124,Queensland,Australia
1/01/1962,28.285,0.147,Queensland,Australia
1/02/1962,28.508,0.258,Queensland,Australia
1/03/1962,25.993,0.249,Queensland,Australia
1/04/1962,22.342,0.268,Queensland,Australia
1/05/1962,18.638,0.232,Queensland,Australia
1/06/1962,17.928,0.478,Queensland,Australia
1/07/1962,16.772,0.256,Queensland,Australia
1/08/1962,16.961,0.289,Queensland,Australia
1/09/1962,21.078,0.302,Queensland,Australia
1/10/1962,25.14,0.437,Queensland,Australia
1/11/1962,28.175,0.193,Queensland,Australia
1/12/1962,27.456,0.202,Queensland,Australia
1/01/1963,27.592,0.231,Queensland,Australia
1/02/1963,28.463,0.24,Queensland,Australia
1/03/1963,27.109,0.194,Queensland,Australia
1/04/1963,22.586,0.161,Queensland,Australia
1/05/1963,19.904,0.307,Queensland,Australia
1/06/1963,16.009,0.304,Queensland,Australia
1/07/1963,14.721,0.201,Queensland,Australia
1/08/1963,18.162,0.144,Queensland,Australia
1/09/1963,20.595,0.23,Queensland,Australia
1/10/1963,23.426,0.179,Queensland,Australia
1/11/1963,26.719,0.171,Queensland,Australia
1/12/1963,28.326,0.162,Queensland,Australia
1/01/1964,28.836,0.187,Queensland,Australia
1/02/1964,27.901,0.339,Queensland,Australia
1/03/1964,26.792,0.138,Queensland,Australia
1/04/1964,24.032,0.162,Queensland,Australia
1/05/1964,19.98,0.234,Queensland,Australia
1/06/1964,16.568,0.303,Queensland,Australia
1/07/1964,16.9,0.182,Queensland,Australia
1/08/1964,17.778,0.315,Queensland,Australia
1/09/1964,22.456,0.137,Queensland,Australia
1/10/1964,23.525,0.267,Queensland,Australia
1/11/1964,26.482,0.153,Queensland,Australia
1/12/1964,27.522,0.149,Queensland,Australia
1/01/1965,28.608,0.186,Queensland,Australia
1/02/1965,28.943,0.104,Queensland,Australia
1/03/1965,26.328,0.312,Queensland,Australia
1/04/1965,23.151,0.142,Queensland,Australia
1/05/1965,20.349,0.295,Queensland,Australia
1/06/1965,17.016,0.493,Queensland,Australia
1/07/1965,14.117,0.29,Queensland,Australia
1/08/1965,18.36,0.168,Queensland,Australia
1/09/1965,22.123,0.183,Queensland,Australia
1/10/1965,24.925,0.26,Queensland,Australia
1/11/1965,27.835,0.225,Queensland,Australia
1/12/1965,27.599,0.269,Queensland,Australia
1/01/1966,27.579,0.277,Queensland,Australia
1/02/1966,28.372,0.163,Queensland,Australia
1/03/1966,26.618,0.183,Queensland,Australia
1/04/1966,24.067,0.176,Queensland,Australia
1/05/1966,18.865,0.241,Queensland,Australia
1/06/1966,17.033,0.201,Queensland,Australia
1/07/1966,15.509,0.267,Queensland,Australia
1/08/1966,17.653,0.267,Queensland,Australia
1/09/1966,21.096,0.258,Queensland,Australia
1/10/1966,22.968,0.191,Queensland,Australia
1/11/1966,26.511,0.183,Queensland,Australia
1/12/1966,27.892,0.196,Queensland,Australia
1/01/1967,30.014,0.259,Queensland,Australia
1/02/1967,28.14,0.256,Queensland,Australia
1/03/1967,25.489,0.198,Queensland,Australia
1/04/1967,23.503,0.179,Queensland,Australia
1/05/1967,19.765,0.208,Queensland,Australia
1/06/1967,17.12,0.259,Queensland,Australia
1/07/1967,15.401,0.439,Queensland,Australia
1/08/1967,16.73,0.299,Queensland,Australia
1/09/1967,20.323,0.298,Queensland,Australia
1/10/1967,25.741,0.108,Queensland,Australia
1/11/1967,27.43,0.112,Queensland,Australia
1/12/1967,27.959,0.102,Queensland,Australia
1/01/1968,28.629,0.211,Queensland,Australia
1/02/1968,27.611,0.173,Queensland,Australia
1/03/1968,27.103,0.126,Queensland,Australia
1/04/1968,24.716,0.254,Queensland,Australia
1/05/1968,18.518,0.165,Queensland,Australia
1/06/1968,16.503,0.358,Queensland,Australia
1/07/1968,15.396,0.224,Queensland,Australia
1/08/1968,17.105,0.163,Queensland,Australia
1/09/1968,21.118,0.141,Queensland,Australia
1/10/1968,24.292,0.23,Queensland,Australia
1/11/1968,27.776,0.156,Queensland,Australia
1/12/1968,27.723,0.082,Queensland,Australia
1/01/1969,29.872,0.171,Queensland,Australia
1/02/1969,29.682,0.227,Queensland,Australia
1/03/1969,27.204,0.118,Queensland,Australia
1/04/1969,23.166,0.228,Queensland,Australia
1/05/1969,20.304,0.19,Queensland,Australia
1/06/1969,16.503,0.266,Queensland,Australia
1/07/1969,17.624,0.233,Queensland,Australia
1/08/1969,19.075,0.27,Queensland,Australia
1/09/1969,19.238,0.144,Queensland,Australia
1/10/1969,25.009,0.11,Queensland,Australia
1/11/1969,26.777,0.125,Queensland,Australia
1/12/1969,28.491,0.174,Queensland,Australia
1/01/1970,28.972,0.177,Queensland,Australia
1/02/1970,28.196,0.141,Queensland,Australia
1/03/1970,26.406,0.169,Queensland,Australia
1/04/1970,23.745,0.243,Queensland,Australia
1/05/1970,19.272,0.262,Queensland,Australia
1/06/1970,17.439,0.257,Queensland,Australia
1/07/1970,15.349,0.176,Queensland,Australia
1/08/1970,17.377,0.183,Queensland,Australia
1/09/1970,20.835,0.092,Queensland,Australia
1/10/1970,24.907,0.17,Queensland,Australia
1/11/1970,26.828,0.145,Queensland,Australia
1/12/1970,28.147,0.105,Queensland,Australia
1/01/1971,29.315,0.211,Queensland,Australia
